$\Omega$ (deg),$\omega$ (deg),$a$ (''),$i$ (deg),$P$ (years),$T_\mathrm{p}$ (years),$e$
184.81503825777367,57.34918809811885,1.1912118274290286,88.1553270622622,241.5646483826962,2021.2000881504885,0.46127931517584847
184.62577497700622,58.857713613779964,1.1714259350182825,88.05866871097743,237.31467302496003,2021.689256867173,0.4632321135390941
184.6151483455935,58.903548999609285,1.1660816638408769,88.07902739796964,234.5893358608851,2021.5601243857025,0.45109683782039955
184.65192280975126,56.27650773382815,1.224217230713547,88.08042155471185,252.50730226562519,2021.0756110202426,0.48262963688923916
184.6109248924955,61.696841823666354,1.1199164148825664,88.03100595465705,221.86632885810795,2022.2527915316793,0.43475405784807064
184.5815190408231,60.185452992673305,1.156640336366607,87.99159876387029,233.94991339995215,2022.0206695295344,0.4599681571162408
184.54946213681146,61.69332780907795,1.1361910993209035,87.90487841490994,228.9340633238008,2022.4007042352002,0.4549710792200198
184.72859832407593,59.658880818226805,1.1652236895412946,88.05446321138628,235.95940156744447,2021.9067173787273,0.4636981167732273
184.54934265207697,60.68943773313189,1.1352480969114926,88.05462080488802,226.45483265072392,2022.0229775205603,0.4416488099062573
184.57267744822653,61.35485587643318,1.1294417827634704,88.03555232481557,225.39678257674618,2022.2024234610722,0.441586382205486
184.7064261978022,62.91390500263208,1.1062779895333206,88.03261882698716,218.70174047450004,2022.6290577766067,0.43729761341821927
184.61178223506118,64.18963749367511,1.094663568565465,88.05042102833812,216.5233469250131,2022.9236214009177,0.43359058883240775
184.6228573495094,64.78395866987744,1.0891296881169026,88.05434007606776,214.93311754588203,2023.0775862765522,0.43341036459898996
184.747692542816,63.991457965660366,1.0964024443207576,88.05831985520832,216.90925986796262,2022.9211928065172,0.43794855019089646
184.6481888610236,62.41041672234062,1.1225905509090006,88.06001397472549,224.39711611063842,2022.4888215090698,0.4429920422547646
184.62754357132002,66.66862266703507,1.0586936216182894,87.97298310568148,205.99501840648693,2023.538672811559,0.42409766244241814
184.63480335509774,64.77095689192015,1.084271093783964,87.95585551054943,212.60775087693173,2023.0437288752541,0.4278271143919438
184.58482522686953,64.86013425921142,1.0852279108939793,87.93570790371447,213.05129044318377,2023.0623493860983,0.4283153987396165
184.5997123911299,62.721183196127186,1.11346922049858,88.00993220371271,221.2131068645796,2022.5573702934262,0.4384443333104609
184.5476231732201,59.383980130104376,1.1612286855330514,88.02717300727804,233.53621937179437,2021.7196345936622,0.45269847756454323
184.63369310832167,58.50695635607503,1.1715778801620342,88.0652800348679,236.8709054880803,2021.529273813508,0.45771671623430726
184.6428771662978,58.645434880503146,1.180116755316792,88.08023147096925,239.8065074684917,2021.612428730931,0.4651278214120009
184.65103015430293,54.99454970405472,1.245576907938064,88.07769944693904,257.8835702876249,2020.7001372101836,0.4855524269416216
184.62321402841295,55.46801574081695,1.2415090628160073,88.0987870369811,257.3342262135451,2020.8442520161352,0.48629880631776135
184.7448616746717,56.40380091388599,1.2078755138043518,88.15487415729241,246.80872205322743,2021.0162322717156,0.47025803520612697
184.616494163621,56.660153777552274,1.2198505375209605,88.08187559847815,250.846052015268,2021.150235059312,0.47997024074996164
184.70327563482527,56.57762817809929,1.2110639696221124,88.1211592062418,247.658115984926,2021.0221521030073,0.4696745649038436
184.64500920996792,62.31276465172403,1.1175947658129644,88.04587623090742,221.36342639536272,2022.4813846017819,0.44131931491458404
184.64082671024158,58.685581162315636,1.1733816490374893,88.06744533135026,237.84262232465852,2021.5682202092664,0.45859776799423
184.64554531135454,58.1704172459249,1.1837175404991995,88.10667987996568,239.89766109596127,2021.4956699403872,0.4654757731407672
184.66772805177834,59.026577292168014,1.168265782836068,88.07306205827781,236.54430398807855,2021.6476090240938,0.4566753834011458
184.67203505838398,59.686170024486415,1.1582573456466747,88.05872701502507,233.62279708716548,2021.8582586759821,0.4566408099012529
184.62332519091206,58.40262461718579,1.1740131658133943,88.0564529672862,237.58134459887359,2021.5242312037183,0.45985707953597865
184.65861808383585,59.102375788850104,1.1730211964905153,88.09135743001907,237.51063039977666,2021.6888137501996,0.4601307308169998
184.64476049323804,57.792132269917545,1.192616076757297,88.0769392038429,243.03875750768367,2021.3690342881887,0.46667802039595896
184.64850396266542,59.47112471746256,1.1573109955870804,88.07983833209566,232.7068192934004,2021.8023076582426,0.4552638978417885
184.68261585200096,58.69210715448198,1.1729835909444148,88.14025532628149,237.67147023482192,2021.609264250186,0.46085136581100083
184.7631683448985,54.80500711587233,1.2472701328309486,88.17243842848887,257.55818505996507,2020.6233286477272,0.48389066957422894
