JD,year,rho_lo,rho_med,rho_hi,theta_lo,theta_med,theta_hi
2449730.098289474,1995.0322413054084,0.5691156623250591,0.5737959358096913,0.5785838288019084,0.9022122081668296,1.0748620054067215,1.2446175623886475
2449954.612612782,1995.646941151312,0.5859253547006331,0.5905592795407831,0.5953101231622415,1.0902252066929057,1.259062896643673,1.4248924373319136
2450179.12693609,1996.2616409972154,0.6023624602125806,0.6069389936000114,0.6116577106533349,1.2679148500874406,1.4331323389065014,1.5954179569997766
2450403.6412593983,1996.876340843119,0.6183639744866798,0.6228922386744344,0.6275634452296293,1.4367989227764684,1.598410427750893,1.7570777902753476
2450628.155582707,1997.4910406890235,0.6339398644149367,0.638422966877386,0.6430202332302634,1.597145343567312,1.7553260806533764,1.910433341569787
2450852.669906015,1998.105740534927,0.6490360281601939,0.6534780244049186,0.6579939051585763,1.7500405841772664,1.9050064443700123,2.0563347270102885
2451077.184229323,1998.7204403808305,0.6636437402539189,0.6680191202546655,0.6724557971592096,1.8959727024946917,2.0478838476416605,2.1961404176927894
2451301.698552632,1999.3351402267353,0.6777435755025975,0.6820212115774655,0.6863697735888211,2.0360608457275298,2.1845512479668585,2.32997939554308
2451526.21287594,1999.9498400726388,0.6912639884267759,0.6954588798945749,0.6996962364948427,2.170247497772234,2.316397772025744,2.458657265321454
2451750.727199248,2000.5645399185423,0.7041815421508955,0.7082640826739817,0.7124039220559344,2.300096579065082,2.4427891847946075,2.5827132896186047
2451975.241522556,2001.1792397644458,0.7164735100152138,0.7204304618049335,0.7244724866195484,2.4253651956465117,2.5654058080082005,2.702092080587258
2452199.755845865,2001.7939396103507,0.7280711497887405,0.7318948364155862,0.7358390300774199,2.546605771868514,2.6837904638231818,2.8180786850677486
2452424.270169173,2002.4086394562541,0.7389466607046078,0.7426418775831467,0.7464296006140271,2.663883687321207,2.7987215377836523,2.9304902099579047
2452648.784492481,2003.0233393021576,0.7490376057169069,0.7526139299779385,0.7562681500969068,2.7783061823484045,2.910341875745043,3.039836760268639
2452873.2988157896,2003.6380391480623,0.758321430767139,0.7617479401093248,0.7652628447255265,2.8895544284394323,3.0194876968896907,3.1461234715983255
2453097.8131390978,2004.2527389939657,0.766716451790683,0.7700099007997142,0.7733780499105203,2.9983934999263275,3.1257568932848367,3.2505232321527435
2453322.327462406,2004.8674388398692,0.7742043042008883,0.7773389591418123,0.7805508375046355,3.1049546122314893,3.229837545349549,3.3522714644129703
2453546.8417857145,2005.482138685774,0.7807141959607794,0.783662494016675,0.7867182293343067,3.2098161824267795,3.332232349461028,3.4523536903115786
2453771.3561090226,2006.0968385316776,0.7861583739321379,0.7889685275875195,0.7918446560383519,3.3135224528625944,3.433387105998424,3.5514514657779968
